case_id,year,court,case_type,bail_amount_inr,days_to_bail_order
2734,2024,District Court - Central,NDPS,24300,39
2735,2024,District Court - North,Domestic Dispute,16200,19
2736,2024,District Court - North,Cheating,17200,8
2737,2024,District Court - Central,Theft,30600,13
2738,2024,District Court - West,Cyber Offence,7400,38
2739,2024,District Court - South,Domestic Dispute,49600,14
2740,2024,District Court - West,Theft,26100,37
2741,2024,District Court - North,Domestic Dispute,49900,23
2742,2024,District Court - South,Domestic Dispute,31100,45
2743,2024,District Court - East,Cyber Offence,36300,15
2744,2024,District Court - Central,NDPS,7500,8
2745,2024,District Court - North,Domestic Dispute,8100,16
2746,2024,District Court - South,Domestic Dispute,47900,44
2747,2024,District Court - North,Cheating,21200,33
2748,2024,District Court - South,Theft,6200,21
2749,2024,District Court - Central,Theft,26500,3
2750,2024,District Court - South,Cheating,13100,18
2751,2024,District Court - North,Cheating,18400,21
2752,2024,District Court - Central,Assault,7400,18
2753,2024,District Court - East,Public Nuisance,13900,13
2754,2024,District Court - South,Assault,47700,19
2755,2024,District Court - Central,Public Nuisance,18000,9
2756,2024,District Court - Central,Public Nuisance,11700,43
2757,2024,District Court - Central,Cheating,9800,41
2758,2024,District Court - South,Domestic Dispute,14800,43
2759,2024,District Court - West,Public Nuisance,14700,30
2760,2024,District Court - East,Theft,37800,17
2761,2024,District Court - Central,Cheating,41500,21
2762,2024,District Court - North,Theft,19200,26
2763,2024,District Court - East,Public Nuisance,9300,19
2764,2024,District Court - Central,Cheating,29300,27
2765,2024,District Court - North,Assault,35300,1
2766,2024,District Court - North,Theft,14100,41
2767,2024,District Court - Central,Theft,24000,45
2768,2024,District Court - North,Theft,18300,30
2769,2024,District Court - West,NDPS,16700,23
2770,2024,District Court - East,Cheating,21800,6
2771,2024,District Court - West,Assault,13200,3
2772,2024,District Court - East,Cheating,8800,11
2773,2024,District Court - East,Domestic Dispute,25800,2
2774,2024,District Court - North,NDPS,18000,13
2775,2024,District Court - Central,NDPS,28800,16
2776,2024,District Court - Central,Assault,6800,39
2777,2024,District Court - South,NDPS,31500,10
2778,2024,District Court - Central,Cyber Offence,37700,34
2779,2024,District Court - East,Cheating,27600,29
2780,2024,District Court - Central,Cyber Offence,8800,43
2781,2024,District Court - North,Assault,23300,16
2782,2024,District Court - North,Domestic Dispute,11300,41
2783,2024,District Court - West,Cyber Offence,26600,14
2784,2024,District Court - Central,Public Nuisance,12000,27
2785,2024,District Court - Central,NDPS,10600,3
2786,2024,District Court - East,Cyber Offence,26200,16
2787,2024,District Court - Central,Cyber Offence,15600,42
2788,2024,District Court - East,Public Nuisance,29600,27
2789,2024,District Court - West,Cheating,16200,32
2790,2024,District Court - East,Domestic Dispute,33000,29
2791,2024,District Court - East,NDPS,26700,23
2792,2024,District Court - North,Cyber Offence,8800,10
2793,2024,District Court - North,Domestic Dispute,9900,22
2794,2024,District Court - South,Theft,14800,16
2795,2024,District Court - North,NDPS,22100,16
2796,2024,District Court - North,NDPS,15400,33
2797,2024,District Court - Central,Assault,12200,3
2798,2024,District Court - North,Domestic Dispute,7600,30
2799,2024,District Court - South,Theft,16200,16
2800,2024,District Court - South,Domestic Dispute,47000,10
2801,2024,District Court - South,Cheating,21900,15
2802,2024,District Court - West,Public Nuisance,30400,25
2803,2024,District Court - North,NDPS,19400,12
2804,2024,District Court - North,Theft,12100,37
2805,2024,District Court - East,Domestic Dispute,34300,1
2806,2024,District Court - West,Cyber Offence,13800,17
2807,2024,District Court - West,Domestic Dispute,19800,8
2808,2024,District Court - Central,Domestic Dispute,99000,31
2809,2024,District Court - East,Assault,11100,1
2810,2024,District Court - Central,NDPS,9000,2
2811,2024,District Court - North,Domestic Dispute,10800,20
2812,2024,District Court - East,Cheating,24500,28
2813,2024,District Court - Central,Domestic Dispute,25000,18
2814,2024,District Court - North,Public Nuisance,8300,5
2815,2024,District Court - South,Cheating,57200,18
2816,2024,District Court - North,Theft,14200,17
2817,2024,District Court - West,Cyber Offence,26400,29
2818,2024,District Court - North,NDPS,15500,21
2819,2024,District Court - West,Theft,14000,23
2820,2024,District Court - Central,Public Nuisance,60100,17
2821,2024,District Court - North,Public Nuisance,36200,22
2822,2024,District Court - Central,Assault,31500,27
2823,2024,District Court - Central,Assault,9800,3
2824,2024,District Court - North,Cheating,35500,2
2825,2024,District Court - South,NDPS,14600,2
2826,2024,District Court - North,Cheating,13300,13
2827,2024,District Court - Central,Cheating,71000,11
2828,2024,District Court - South,Domestic Dispute,10800,21
2829,2024,District Court - North,Theft,16800,9
2830,2024,District Court - West,NDPS,22400,28
2831,2024,District Court - Central,Cheating,36100,11
2832,2024,District Court - North,NDPS,10700,18
2833,2024,District Court - Central,Public Nuisance,29000,8
2834,2024,District Court - West,Cyber Offence,21400,40
2835,2024,District Court - Central,NDPS,68600,15
2836,2024,District Court - West,Cyber Offence,40700,28
2837,2024,District Court - Central,Cyber Offence,21400,45
2838,2024,District Court - Central,Domestic Dispute,7700,7
2839,2024,District Court - West,Cyber Offence,13800,40
2840,2024,District Court - South,NDPS,21300,44
2841,2024,District Court - East,Theft,10100,10
2842,2024,District Court - West,NDPS,7100,24
2843,2024,District Court - North,Assault,68400,4
2844,2024,District Court - Central,Public Nuisance,26000,38
2845,2024,District Court - South,NDPS,8200,9
2846,2024,District Court - Central,Assault,11000,30
2847,2024,District Court - South,Cyber Offence,30200,3
2848,2024,District Court - South,Assault,17500,23
2849,2024,District Court - South,Cheating,5300,17
2850,2024,District Court - Central,Domestic Dispute,56700,6
2851,2024,District Court - East,NDPS,4300,12
2852,2024,District Court - North,Public Nuisance,14500,18
2853,2024,District Court - East,Domestic Dispute,29100,1
2854,2024,District Court - South,Public Nuisance,35100,37
2855,2024,District Court - North,Domestic Dispute,36800,44
2856,2024,District Court - North,Theft,15400,19
2857,2024,District Court - East,Assault,24700,27
2858,2024,District Court - East,Public Nuisance,17200,17
2859,2024,District Court - South,Cyber Offence,7900,9
2860,2024,District Court - South,NDPS,20500,8
2861,2024,District Court - South,Cyber Offence,12400,24
2862,2024,District Court - North,NDPS,11500,40
2863,2024,District Court - West,Theft,32200,43
2864,2024,District Court - South,Theft,23100,4
2865,2024,District Court - Central,Theft,4400,8
2866,2024,District Court - North,Cyber Offence,31400,8
2867,2024,District Court - Central,Public Nuisance,12600,38
2868,2024,District Court - East,Domestic Dispute,27100,36
2869,2024,District Court - West,Theft,15400,31
2870,2024,District Court - North,Cyber Offence,17400,23
2871,2024,District Court - West,Theft,2700,18
2872,2024,District Court - West,Cyber Offence,14200,31
2873,2024,District Court - East,Theft,5100,32
2874,2024,District Court - West,Theft,19800,42
2875,2024,District Court - North,Cheating,33700,21
2876,2024,District Court - South,Cyber Offence,6600,40
2877,2024,District Court - East,Theft,10200,44
2878,2024,District Court - North,Domestic Dispute,16300,18
2879,2024,District Court - West,Theft,22000,16
2880,2024,District Court - South,Assault,29900,44
2881,2024,District Court - East,Cheating,6000,43
2882,2024,District Court - West,Domestic Dispute,12500,18
2883,2024,District Court - West,Cheating,9500,31
2884,2024,District Court - South,Public Nuisance,14800,13
2885,2024,District Court - Central,Cyber Offence,8400,35
2886,2024,District Court - Central,NDPS,21800,44
2887,2024,District Court - Central,Cyber Offence,21300,38
2888,2024,District Court - Central,Domestic Dispute,6200,23
2889,2024,District Court - North,Domestic Dispute,13600,24
2890,2024,District Court - South,Cheating,53000,22
2891,2024,District Court - Central,Cheating,19800,25
2892,2024,District Court - East,Cyber Offence,26800,37
2893,2024,District Court - East,Assault,13100,27
2894,2024,District Court - Central,NDPS,20300,39
2895,2024,District Court - Central,NDPS,25800,5
2896,2024,District Court - Central,NDPS,46700,11
2897,2024,District Court - South,Domestic Dispute,9300,25
2898,2024,District Court - North,Domestic Dispute,2900,24
2899,2024,District Court - South,Theft,4800,13
2900,2024,District Court - East,Theft,16000,24
2901,2024,District Court - South,Public Nuisance,10600,20
2902,2024,District Court - West,NDPS,6800,11
2903,2024,District Court - South,Cyber Offence,37000,31
2904,2024,District Court - East,Cheating,20200,1
2905,2024,District Court - North,Domestic Dispute,21000,14
2906,2024,District Court - North,Cheating,26700,15
2907,2024,District Court - North,Assault,38000,5
2908,2024,District Court - South,Cyber Offence,17400,3
2909,2024,District Court - East,Cheating,17900,33
2910,2024,District Court - Central,Cheating,12000,28
2911,2024,District Court - West,Cyber Offence,9000,16
2912,2024,District Court - West,Cheating,10600,1
2913,2024,District Court - East,Cheating,42600,4
2914,2024,District Court - West,Assault,12800,5
2915,2024,District Court - Central,Public Nuisance,33500,21
2916,2024,District Court - West,NDPS,18500,18
2917,2024,District Court - Central,Assault,21600,22
2918,2024,District Court - West,Assault,13000,40
2919,2024,District Court - South,Cyber Offence,13900,27
2920,2024,District Court - West,Domestic Dispute,17000,35
2921,2024,District Court - North,Public Nuisance,24400,41
2922,2024,District Court - Central,NDPS,8900,42
2923,2024,District Court - Central,Cyber Offence,23700,1
2924,2024,District Court - East,Assault,12100,22
2925,2024,District Court - South,Theft,9000,31
2926,2024,District Court - North,Domestic Dispute,5600,36
2927,2024,District Court - Central,Cyber Offence,15600,29
2928,2024,District Court - West,Theft,2500,33
2929,2024,District Court - North,NDPS,24800,22
2930,2024,District Court - North,Theft,14800,16
2931,2024,District Court - North,NDPS,10600,18
2932,2024,District Court - East,Cheating,17000,20
2933,2024,District Court - Central,Assault,42400,26
2934,2024,District Court - South,Theft,17000,33
2935,2024,District Court - South,Assault,11600,10
2936,2024,District Court - West,Public Nuisance,16100,2
2937,2024,District Court - North,Public Nuisance,13600,14
2938,2024,District Court - Central,Domestic Dispute,28800,4
2939,2024,District Court - South,Cyber Offence,45100,36
2940,2024,District Court - East,NDPS,34900,10
2941,2024,District Court - South,Public Nuisance,27400,16
2942,2024,District Court - West,Domestic Dispute,8300,14
2943,2024,District Court - North,Cheating,7900,40
2944,2024,District Court - North,Public Nuisance,13500,39
2945,2024,District Court - West,Theft,8100,28
2946,2024,District Court - East,NDPS,15500,16
2947,2024,District Court - Central,NDPS,51400,36
2948,2024,District Court - North,Public Nuisance,5800,8
2949,2024,District Court - Central,Public Nuisance,30200,4
2950,2024,District Court - West,Public Nuisance,24900,3
2951,2024,District Court - Central,Public Nuisance,12500,7
2952,2024,District Court - South,Theft,14900,22
2953,2024,District Court - Central,Cyber Offence,18600,20
2954,2024,District Court - South,Cheating,16100,40
2955,2024,District Court - West,Public Nuisance,21900,14
2956,2024,District Court - North,Public Nuisance,55500,33
2957,2024,District Court - West,NDPS,22700,2
2958,2024,District Court - Central,Domestic Dispute,10700,25
2959,2024,District Court - East,Cheating,6900,33
2960,2024,District Court - West,Cheating,12500,2
2961,2024,District Court - West,Domestic Dispute,19700,29
2962,2024,District Court - South,Public Nuisance,11600,34
2963,2024,District Court - North,Domestic Dispute,8900,15
2964,2024,District Court - South,Theft,37300,39
2965,2024,District Court - West,Theft,21900,6
2966,2024,District Court - East,Public Nuisance,17300,15
2967,2024,District Court - East,Public Nuisance,18200,28
2968,2024,District Court - West,Cheating,11300,34
2969,2024,District Court - West,NDPS,12700,39
2970,2024,District Court - East,Assault,11900,5
2971,2024,District Court - West,NDPS,11900,37
2972,2024,District Court - South,Assault,27700,15
2973,2024,District Court - North,Cheating,40100,37
2974,2024,District Court - East,Assault,16100,19
2975,2024,District Court - West,Assault,6700,22
2976,2024,District Court - East,Cheating,22500,41
2977,2024,District Court - Central,Cyber Offence,31400,23
2978,2024,District Court - Central,Public Nuisance,6000,24
2979,2024,District Court - South,Cheating,30000,6
2980,2024,District Court - South,Cheating,10600,35
2981,2024,District Court - North,Public Nuisance,6600,26
2982,2024,District Court - North,Assault,41700,15
2983,2024,District Court - East,Assault,13400,17
2984,2024,District Court - North,NDPS,41300,30
2985,2024,District Court - North,Public Nuisance,6200,28
2986,2024,District Court - North,Public Nuisance,8600,36
2987,2024,District Court - South,Domestic Dispute,6200,7
2988,2024,District Court - East,Domestic Dispute,38300,30
2989,2024,District Court - South,Assault,16400,13
2990,2024,District Court - West,Theft,46900,11
2991,2024,District Court - Central,Assault,14000,9
2992,2024,District Court - North,Theft,11600,22
2993,2024,District Court - Central,Assault,18800,23
2994,2024,District Court - Central,Domestic Dispute,16000,44
